id,id_bl,id_si,id_eoy22,cohort,ayear,sample,sent,some_place,b1,b2,b3,b4,b5,b6,db1,db2,db3,db4,db5,db6
421,1298,NA,NA,1718,1718,us ug,Belong,Some Place,Hallway1stFloor,Skylight,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1304,NA,NA,1718,1718,us ug,Belong,Some Place,ASUO.SGES,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1307,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1309,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,EastAtrium,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1313,NA,NA,1718,1718,us ug,Belong,Some Place,MCC,McMillan,Townshend,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1317,NA,NA,1718,1718,us ug,Belong,Some Place,FallingSky,O,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1319,NA,NA,1718,1718,us ug,Belong,Some Place,BallroomLobby,Craft,DuckNest,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1324,NA,NA,1718,1718,us ug,Belong,Some Place,Admin,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,1327,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,FreshMarket,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,1331,NA,NA,1718,1718,us ug,Belong,Some Place,DuckStore,FreshMarket,Subway,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1334,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,McMillan,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,1338,NA,NA,1718,1718,us ug,Belong,Some Place,Lobisser,McMillan,Other1,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1339,NA,NA,1718,1718,us ug,Belong,Some Place,Courtyard,Fishbowl,SouthAtrium,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1349,NA,NA,1718,1718,us ug,Belong,Some Place,Chipotle,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1350,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1356,NA,NA,1718,1718,us ug,Belong,Some Place,Courtyard,O,Other2,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,1357,NA,NA,1718,1718,us ug,Belong,Some Place,Courtyard,Craft,FreshMarket,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,1358,NA,NA,1718,1718,us ug,Belong,Some Place,MCC,Taylor,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,1359,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,OP,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1363,NA,NA,1718,1718,us ug,Belong,Some Place,FSL,Mills,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,1368,NA,NA,1718,1718,us ug,Belong,Some Place,SouthAtrium,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,1370,NA,NA,1718,1718,us ug,Belong,Some Place,Computer,Courtyard,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,1374,NA,NA,1718,1718,us ug,Belong,Some Place,ASUO.SGES,CSI.RC,Fishbowl,Redwood,Student,WC,NA,NA,NA,NA,NA,NA
465,1377,NA,NA,1718,1718,us ug,Belong,Some Place,Chipotle,Mills,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,1378,NA,NA,1718,1718,us ug,Belong,Some Place,Courtyard,DuckStore,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,1389,NA,NA,1718,1718,us ug,Belong,Some Place,KWVA,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1391,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,DuckNest,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,1394,NA,NA,1718,1718,us ug,Belong,Some Place,Chipotle,DuckStore,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,1398,NA,NA,1718,1718,us ug,Belong,Some Place,Computer,MCC,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1410,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,KWVA,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,1412,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,Courtyard,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,1415,NA,NA,1718,1718,us ug,Belong,Some Place,EastAtrium,FallingSky,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,1416,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,1418,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,EastAtrium,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,1420,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,DuckStore,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1431,NA,NA,1718,1718,us ug,Belong,Some Place,DuckStore,Fishbowl,FSL,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,1438,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,LGBTQA3,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1450,NA,NA,1718,1718,us ug,Belong,Some Place,Computer,MCC,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,1454,NA,NA,1718,1718,us ug,Belong,Some Place,DuckNest,Other2,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,1458,NA,NA,1718,1718,us ug,Belong,No Place,No Place,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,1459,NA,NA,1718,1718,us ug,Belong,Some Place,CraterLake,Fishbowl,Holden,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,1467,NA,NA,1718,1718,us ug,Belong,Some Place,Ballroom,Fishbowl,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,1471,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,O,Other2,WC,NA,NA,NA,NA,NA,NA,NA,NA
511,1473,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,Fishbowl,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,1475,NA,NA,1718,1718,us ug,Belong,Some Place,MCC,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,1490,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,1500,NA,NA,1718,1718,us ug,Belong,Some Place,Hallway2ndFloor,Stairs1,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,1506,NA,NA,1718,1718,us ug,Belong,Some Place,Courtyard,Townshend,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,1509,NA,NA,1718,1718,us ug,Belong,No Place,No Place,No Place,No Place,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,1514,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,FreshMarket,O,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,1515,NA,NA,1718,1718,us ug,Belong,Some Place,DuckStore,Other1,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,1518,NA,NA,1718,1718,us ug,Belong,Some Place,Craft,MCC,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,1525,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,McMillan,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,1543,NA,NA,1718,1718,us ug,Belong,Some Place,Fishbowl,Lobisser,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,122,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Craft,Fishbowl,No Place,NA,NA,NA
32,172,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Admin,O,Other2,NA,NA,NA
40,224,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,No Place,NA,NA,NA
50,322,NA,NA,1516,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
56,350,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,Plaza,NA,NA,NA
60,365,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO.SGES,FSL,Other1,NA,NA,NA
69,382,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,MCC,No Place,No Place,NA,NA,NA
90,452,NA,NA,1516,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
96,472,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Computer,Hallway1stFloor,No Place,NA,NA,NA
97,474,NA,NA,1516,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
100,487,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,MCC,WC,NA,NA,NA
106,494,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,FallingSky,Fishbowl,NA,NA,NA
107,495,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Chipotle,ClubSports,DuckStore,NA,NA,NA
110,503,NA,NA,1516,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,O,SouthAtrium,NA,NA,NA
120,550,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,CSI.RC,Fishbowl,Redwood,NA,NA,NA
129,572,NA,NA,1617,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
140,603,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,No Place,NA,NA,NA
144,613,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,DuckStore,FallingSky,Other1,NA,NA,NA
150,631,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,MCC,WC,NA,NA,NA
154,643,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,O,No Place,NA,NA,NA
166,676,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Craft,Fishbowl,NA,NA,NA
189,726,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO.SGES,FSL,Mills,NA,NA,NA
195,745,NA,NA,1617,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
199,755,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ClubSports,FSL,VC,NA,NA,NA
212,788,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,Plaza,NA,NA,NA
226,828,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO.SGES,Courtyard,Fishbowl,NA,NA,NA
232,851,NA,NA,1617,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
247,893,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,MC,WC,NA,NA,NA
255,914,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,No Place,No Place,NA,NA,NA
282,997,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Computer,Craft,OP,NA,NA,NA
285,1006,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,O,NA,NA,NA
296,1034,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,LGBTQA3,Taylor,NA,NA,NA
317,1118,NA,NA,1617,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO.SGES,DuckNest,FSL,NA,NA,NA
328,1148,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Ballroom,Craft,FSL,MCC,NA,NA
347,1183,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,No Place,No Place,NA,NA,NA
353,1190,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Coquille,CSI.RC,MCC,Other1,NA,NA
363,1208,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,No Place,NA,NA,NA
374,1224,NA,NA,1718,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
411,1281,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Craft,Fishbowl,O,NA,NA,NA
430,1316,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,SouthAtrium,WC,No Place,NA,NA,NA
437,1329,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,FSL,No Place,No Place,NA,NA,NA
476,1396,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,O,Plaza,NA,NA,NA
506,1463,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Fishbowl,Plaza,Stairs2,NA,NA,NA
510,1471,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Computer,FSL,WC,NA,NA,NA
523,1497,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Fishbowl,No Place,NA,NA,NA
533,1513,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Ballroom,Fishbowl,O,NA,NA,NA
535,1515,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,LGBTQA3,Lobisser,No Place,NA,NA,NA
539,1520,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,Courtyard,Craft,No Place,NA,NA,NA
540,1522,NA,NA,1718,1718,us ug,Don't Belong,No Place,NA,NA,NA,NA,NA,NA,No Place,No Place,No Place,NA,NA,NA
549,1546,NA,NA,1718,1718,us ug,Don't Belong,Some Place,NA,NA,NA,NA,NA,NA,ASUO.SGES,Ballroom,CSI.RC,MCC,Mills,WC
94,462,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,276,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,48,NA,NA,1516,1819,us ug,Belong,Some Place,Fishbowl,Ballroom,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,410,NA,NA,1516,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,431,NA,NA,1516,1819,us ug,Belong,Some Place,FSL,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,491,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,FallingSky,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,82,NA,NA,1516,1819,us ug,Belong,Some Place,FreshMarket,FallingSky,Other,Other,NA,NA,NA,NA,NA,NA,NA,NA
552,449,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,280,NA,NA,1516,1819,us ug,Belong,Some Place,FallingSky,DuckStore,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,286,NA,NA,1516,1819,us ug,Belong,Some Place,Fishbowl,Mills,ISG,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,315,NA,NA,1516,1819,us ug,Belong,Some Place,FallingSky,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,28,NA,NA,1516,1819,us ug,Belong,Some Place,MCC,CSIR,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,149,NA,NA,1516,1819,us ug,Belong,Some Place,ODesk,SSC,OP,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,474,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,146,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,DuckNest,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,342,NA,NA,1516,1819,us ug,Belong,Some Place,KWVA,Fishbowl,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,120,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,LGBTQA3,Townshends,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,155,NA,NA,1516,1819,us ug,Belong,Some Place,FallingSky,Panda,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,81,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,179,NA,NA,1516,1819,us ug,Belong,Some Place,ComputerLab,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,433,NA,NA,1516,1819,us ug,Belong,Some Place,ClubSports,FallingSky,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,379,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,Lewis,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,495,NA,NA,1516,1819,us ug,Belong,Some Place,LGBTQA3,Craft,Ballroom,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,500,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,Courtyard,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,330,NA,NA,1516,1819,us ug,Belong,Some Place,Courtyard,Chipotle,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,29,NA,NA,1516,1819,us ug,Belong,Some Place,Holden,KWVA,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,438,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,Chipotle,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,531,NA,NA,1516,1819,us ug,Belong,Some Place,Fishbowl,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,83,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,FSL,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,223,NA,NA,1516,1819,us ug,Belong,Some Place,Womens,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,473,NA,NA,1516,1819,us ug,Belong,Some Place,SSC,OP,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,475,NA,NA,1516,1819,us ug,Belong,Some Place,FreshMarket,Fishbowl,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,19,NA,NA,1516,1819,us ug,Belong,Some Place,ROAR,FreshMarket,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,384,NA,NA,1516,1819,us ug,Belong,Some Place,Joes,Chipotle,JambaJuice,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,314,NA,NA,1516,1819,us ug,Belong,Some Place,FallingSky,Craft,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,464,NA,NA,1516,1819,us ug,Belong,Some Place,AtriumEast,Fishbowl,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,447,NA,NA,1516,1819,us ug,Belong,Some Place,StairsG,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,533,NA,NA,1516,1819,us ug,Belong,Some Place,Plaza,FallingSky,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,303,NA,NA,1516,1819,us ug,Belong,Some Place,OLounge,Chipotle,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1066,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,800,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,Craft,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1075,NA,NA,1617,1819,us ug,Belong,Some Place,Starbucks,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,951,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,McMillan,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,671,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,Fishbowl,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,653,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,Elm,CSIR,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,587,NA,NA,1617,1819,us ug,Belong,Some Place,AtriumSouth,AtriumEast,Mens,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,549,NA,NA,1617,1819,us ug,Belong,Some Place,StairsG,LGBTQA3,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,776,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,847,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,Fishbowl,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,567,NA,NA,1617,1819,us ug,Belong,Some Place,ASUO,MCC,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,706,NA,NA,1617,1819,us ug,Belong,Some Place,Courtyard,Fishbowl,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,750,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,CraterLake,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,860,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,Fishbowl,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,678,NA,NA,1617,1819,us ug,Belong,Some Place,AtriumSouth,Fishbowl,Hallway2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,913,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,704,NA,NA,1617,1819,us ug,Belong,Some Place,Plaza,Courtyard,Fishbowl,Ballroom,NA,NA,NA,NA,NA,NA,NA,NA
267,959,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,TaylorLounge,EastLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,622,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,Starbucks,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1086,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,TaylorLounge,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,615,NA,NA,1617,1819,us ug,Belong,Some Place,AtriumSouth,Courtyard,Contemplation,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,823,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,Courtyard,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,779,NA,NA,1617,1819,us ug,Belong,Some Place,OP,DuckNest,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,568,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,CSIR,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,851,NA,NA,1617,1819,us ug,Belong,Some Place,DuckNest,Fishbowl,TaylorLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,751,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,MCC,Hallway2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,651,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,KWVA,Fishbowl,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,740,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,902,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,Fishbowl,Redwood,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,999,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,Owyhee,StudentLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,695,NA,NA,1617,1819,us ug,Belong,Some Place,AtriumEast,ClubSports,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,903,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,FallingSky,DuckStore,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,785,NA,NA,1617,1819,us ug,Belong,Some Place,AtriumEast,MCC,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,746,NA,NA,1617,1819,us ug,Belong,Some Place,ASUO,Fishbowl,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1061,NA,NA,1617,1819,us ug,Belong,Some Place,SSC,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,669,NA,NA,1617,1819,us ug,Belong,Some Place,OLounge,FallingSky,Stairs1,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1044,NA,NA,1617,1819,us ug,Belong,Some Place,Craft,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,835,NA,NA,1617,1819,us ug,Belong,Some Place,ComputerLab,DuckNest,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,925,NA,NA,1617,1819,us ug,Belong,Some Place,Fishbowl,TaylorLounge,Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,716,NA,NA,1617,1819,us ug,Belong,Some Place,FreshMarket,OLounge,Courtyard,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,978,NA,NA,1617,1819,us ug,Belong,Some Place,MCC,Mills,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,755,NA,NA,1617,1819,us ug,Belong,Some Place,Womens,LGBTQA3,MCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,882,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,DuckNest,Craft,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,991,NA,NA,1617,1819,us ug,Belong,Some Place,FallingSky,NoPlace,NoPlace,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,986,NA,NA,1617,1819,us ug,Belong,Some Place,Townshends,OLounge,Craft,EastLounge,NA,NA,NA,NA,NA,NA,NA,NA
188,725,NA,NA,1617,1819,us ug,Belong,Some Place,FSL,Fishbowl,Starbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,717,NA,NA,1617,1819,us ug,Belong,Some Place,Plaza,FreshMarket,StudentLounge,NA,NA,NA,NA,NA,NA,NA,NA,NA
